,KL divergence,Top5 events recall,Top10 events recall,R2 of Frameshift ratio,Coll_I_Top5,Coll_I_Top10,KLD_IDL,Top5_IDL,Top10_IDL,W1-distance_IDL,delratio_r2,Kendall_tau_IDL,cell,feature
33,0.6020854936562485,3.322153574580759,6.734333627537511,0.7950688202330868,3.4351279788172993,6.9814651368049425,0.19968423203380983,3.702559576345984,7.83053839364519,0.05790403707515147,0.7706001386765847,0.7672373310094525,CHO,guide_gc
34,0.9716043652734815,3.06090026478376,5.766990291262136,0.8468953263081429,3.180935569285084,5.924095322153574,0.40646977977637677,3.4307149161518096,7.0079435127978815,0.07314260447117725,0.7808226982482593,0.6733568222647366,iPSC,guide_gc
35,0.6029697870811002,3.293027360988526,6.551632833186232,0.826920037834714,3.354810238305384,6.664607237422771,0.21218175919905663,3.6548984995586937,7.596646072374227,0.05985948821031485,0.849156797827931,0.7606928044778168,K562,guide_gc
36,0.7234010689900917,3.2550750220653133,6.457193292144749,0.8582184526960817,3.3901147396293028,6.627537511032656,0.2734355585823171,3.613415710503089,7.872021182700794,0.06836557765996466,0.7608872462909131,0.7425767012454454,mESC,mh_strength
37,0.6045069527193339,3.293027360988526,6.39982347749338,0.8502446250962286,3.413945278022948,6.554280670785525,0.20780610111352402,3.613415710503089,7.531332744924978,0.055388119196875835,0.8264629246663511,0.7615110745457011,HAP1,mh_strength
38,0.5960113846278516,3.3424536628420123,6.719329214474845,0.7929712717002265,3.443954104148279,6.972639011473963,0.19981281149201535,3.6919682259488087,7.815533980582524,0.05775161859469606,0.7655035788142776,0.764566728236617,CHO,mh_strength
39,0.9490714628818229,3.0741394527802295,5.764342453662842,0.8457734183223492,3.1915269196822593,5.925860547219771,0.39527512907970896,3.436893203883495,6.9973521624007065,0.0723084193035946,0.7766065490666887,0.6713724251623108,iPSC,mh_strength
40,0.6029514197855267,3.29126213592233,6.528684907325684,0.8426136065892457,3.345984112974404,6.636363636363637,0.21922355051461012,3.6257722859664607,7.58252427184466,0.054885280882697354,0.8351287176285137,0.7598071247753125,K562,mh_strength
41,0.7528486894501171,3.113857016769638,6.171226831421007,0.8425352617481768,3.294792586054722,6.476610767872904,0.2845755010393837,3.556045895851721,7.868490732568403,0.07347517402533527,0.7104387064497658,0.7403138905736194,mESC,cutsize_context
42,0.661682513087909,3.1015004413062663,6.0450132391879965,0.8316077384969901,3.240953221535746,6.333627537511033,0.2275373920065838,3.5189761694616064,7.396293027360988,0.061910181200852336,0.7805438341752833,0.7564698403243749,HAP1,cutsize_context
43,0.6757773591693744,3.0441306266548986,6.535745807590468,0.7766133883814826,3.3150926743159754,6.87378640776699,0.22808453641289883,3.654015887025596,7.781994704324801,0.06613517767030967,0.7077503421658558,0.7612406754806752,CHO,cutsize_context
44,1.0747307651172353,2.9841129744042365,5.53927625772286,0.8205940803996545,3.1553398058252426,5.835834068843778,0.446964884197818,3.433362753751103,6.968225948808473,0.08496365909965338,0.7164542599322059,0.6664620448725858,iPSC,cutsize_context
45,0.6763230098439389,3.113857016769638,6.306266548984995,0.8315982220008501,3.1632833186231246,6.474845542806708,0.24117858350466054,3.5701676963812887,7.503971756398941,0.06131340395350072,0.8015310930507595,0.7569550115540686,K562,cutsize_context
